,0,0.1,0.25,0.5,0.75,0.9,1.0,mean,host,protocol,start_time
0,590.5820000000001,637.0759,640.9865,680.066,761.3552500000001,879.0484,2162.153,730.9015922619047,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:44:31.297250000 EDT"
1,585.939,625.9896,640.3035,706.846,793.5065,841.6326,2398.517,733.9955037665909,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:46:50.688112000 EDT"
2,593.182,616.3274000000001,639.261,652.737,679.954,719.5169999999999,2134.819,668.7146917107583,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:49:26.015572000 EDT"
3,578.579,601.841,639.63,762.105,844.124,960.6322,2321.9919999999997,793.9455474990307,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:42:11.653866000 EDT"
4,586.0640000000001,635.3815000000001,665.4610000000001,718.5295000000001,827.6165,866.869,2360.071,748.4061085549964,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:51:51.059840000 EDT"
