,0,0.1,0.25,0.5,0.75,0.9,1.0,mean,host,protocol,start_time
0,0.440192,1.8360640000000001,21.714208,97.705248,119.251488,125.30412799999999,156.708352,73.94545282539683,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:43:34.194674000 EDT"
1,0.335936,1.401664,6.246672,17.584512,103.94902400000001,120.7886848,165.384768,46.914464634920634,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:46:01.183293000 EDT"
2,0.393856,1.4595840000000002,20.289375999999997,102.860128,110.67064,114.18928,150.36032,72.31394755555556,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:48:27.582012000 EDT"
3,0.40544,1.3449024,20.188016,84.78908799999999,110.80096,133.1627136,207.87488,66.60340330158729,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:41:10.791090000 EDT"
4,0.393856,1.4943360000000003,24.268479999999997,107.64432,126.97512,133.0260224,182.85344,78.08923883870968,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:50:55.226294000 EDT"
