,0,0.1,0.25,0.5,0.75,0.9,1.0,mean,host,protocol,start_time
0,588.818,610.796,640.67425,681.3195000000001,801.51675,880.0554999999999,2162.153,739.5276552404065,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:43:34.194674000 EDT"
1,585.939,604.0443999999999,639.27475,680.019,772.4285,842.0725,2398.517,722.3740967021644,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:46:01.183293000 EDT"
2,583.4169999999999,626.3775,639.96725,678.4435,721.95,839.7122999999999,2134.819,702.340516245754,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:48:27.582012000 EDT"
3,578.579,601.9852,640.18,760.168,840.491,920.7314000000001,2321.9919999999997,778.7581970630754,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:41:10.791090000 EDT"
4,584.172,627.236,666.0690000000001,721.22,838.273,878.485,2360.071,753.5649816294526,mlcnetA.cs.wpi.edu,cubic,"Sep 21, 2020 20:50:55.226294000 EDT"
