2020-10-09 16:16:10.726610,40
2020-10-09 16:16:10.850608,40
2020-10-09 16:16:10.966359,40
2020-10-09 16:16:11.084315,40
2020-10-09 16:16:11.206403,40
2020-10-09 16:16:12.050668,41
2020-10-09 16:16:12.166486,41
2020-10-09 16:16:12.286259,41
2020-10-09 16:16:12.408166,41
2020-10-09 16:16:12.529327,41
2020-10-09 16:16:12.649292,41
2020-10-09 16:16:13.369941,40
2020-10-09 16:16:13.369941,42
2020-10-09 16:16:13.490519,40
2020-10-09 16:16:13.490519,42
2020-10-09 16:16:13.618942,40
2020-10-09 16:16:13.618942,42
2020-10-09 16:16:13.736927,40
2020-10-09 16:16:13.736927,42
2020-10-09 16:16:13.856660,40
2020-10-09 16:16:13.856660,42
2020-10-09 16:16:13.974570,42
2020-10-09 16:16:13.974570,43
2020-10-09 16:16:14.092415,45
2020-10-09 16:16:14.092415,43
2020-10-09 16:16:14.210399,49
2020-10-09 16:16:14.210399,43
2020-10-09 16:16:14.331230,49
2020-10-09 16:16:14.331230,43
2020-10-09 16:16:14.452766,49
2020-10-09 16:16:14.452766,43
2020-10-09 16:16:14.571901,49
2020-10-09 16:16:14.571901,43
2020-10-09 16:16:14.691043,49
2020-10-09 16:16:14.691043,43
2020-10-09 16:16:14.810521,49
2020-10-09 16:16:14.810521,43
2020-10-09 16:16:14.931716,49
2020-10-09 16:16:14.931716,43
2020-10-09 16:16:15.051438,49
2020-10-09 16:16:15.051438,43
2020-10-09 16:16:15.172273,49
2020-10-09 16:16:15.172273,43
2020-10-09 16:16:15.294584,49
2020-10-09 16:16:15.294584,43
2020-10-09 16:16:15.410282,52
2020-10-09 16:16:15.530783,64
2020-10-09 16:16:15.653204,74
2020-10-09 16:16:15.769584,80
2020-10-09 16:16:15.890307,80
2020-10-09 16:16:16.009294,80
2020-10-09 16:16:16.128108,80
2020-10-09 16:16:16.248506,80
2020-10-09 16:16:16.369998,80
2020-10-09 16:16:16.489596,82
2020-10-09 16:16:16.610463,91
2020-10-09 16:16:16.728389,97
2020-10-09 16:16:16.849911,102
2020-10-09 16:16:16.968423,110
2020-10-09 16:16:17.087406,115
2020-10-09 16:16:17.207376,115
2020-10-09 16:16:17.326316,115
2020-10-09 16:16:17.447880,122
2020-10-09 16:16:17.568914,140
2020-10-09 16:16:17.688414,160
2020-10-09 16:16:17.810956,160
2020-10-09 16:16:17.926727,160
2020-10-09 16:16:18.046618,160
2020-10-09 16:16:18.167970,164
2020-10-09 16:16:18.291090,178
2020-10-09 16:16:18.406627,193
2020-10-09 16:16:18.526366,210
2020-10-09 16:16:18.646407,227
2020-10-09 16:16:18.769461,247
2020-10-09 16:16:18.890019,250
2020-10-09 16:16:19.010306,250
2020-10-09 16:16:19.130381,250
2020-10-09 16:16:19.250650,252
2020-10-09 16:16:19.370561,282
2020-10-09 16:16:19.491010,319
2020-10-09 16:16:19.611749,350
2020-10-09 16:16:19.735054,392
2020-10-09 16:16:19.848332,430
2020-10-09 16:16:19.972328,430
2020-10-09 16:16:20.093244,430
2020-10-09 16:16:20.210687,434
2020-10-09 16:16:20.331832,474
2020-10-09 16:16:20.455237,515
2020-10-09 16:16:20.574701,548
2020-10-09 16:16:20.690535,578
2020-10-09 16:16:20.813222,603
2020-10-09 16:16:20.930879,609
2020-10-09 16:16:21.052016,609
2020-10-09 16:16:21.172257,609
2020-10-09 16:16:21.295211,636
2020-10-09 16:16:21.411139,730
2020-10-09 16:16:21.531159,806
2020-10-09 16:16:21.655517,899
2020-10-09 16:16:21.773750,992
2020-10-09 16:16:21.893234,1020
2020-10-09 16:16:22.010677,1020
2020-10-09 16:16:22.130711,1020
2020-10-09 16:16:22.251821,1062
2020-10-09 16:16:22.375228,1125
2020-10-09 16:16:22.493079,1203
2020-10-09 16:16:22.618681,1277
2020-10-09 16:16:22.734822,1353
2020-10-09 16:16:22.858963,1409
2020-10-09 16:16:22.978869,1409
2020-10-09 16:16:23.095012,1409
2020-10-09 16:16:23.216172,1528
2020-10-09 16:16:23.341430,1648
2020-10-09 16:16:23.456474,1758
2020-10-09 16:16:23.576600,1938
2020-10-09 16:16:23.696215,2134
2020-10-09 16:16:23.816324,2298
2020-10-09 16:16:23.932932,2298
2020-10-09 16:16:24.053056,2298
2020-10-09 16:16:24.175841,2474
2020-10-09 16:16:24.294224,2640
2020-10-09 16:16:24.414356,2816
2020-10-09 16:16:24.530438,3036
2020-10-09 16:16:24.650688,3264
2020-10-09 16:16:24.773079,3465
2020-10-09 16:16:24.888182,3495
2020-10-09 16:16:25.008023,3517
2020-10-09 16:16:25.129631,3668
2020-10-09 16:16:25.254849,3836
2020-10-09 16:16:25.372766,4062
2020-10-09 16:16:25.491239,4258
2020-10-09 16:16:25.612126,4611
2020-10-09 16:16:25.732795,5242
2020-10-09 16:16:25.853245,5732
2020-10-09 16:16:25.972356,6027
2020-10-09 16:16:26.093503,4
2020-10-09 16:16:26.211159,4
2020-10-09 16:16:26.338600,4
2020-10-09 16:16:26.454830,4
2020-10-09 16:16:26.574440,4
2020-10-09 16:16:26.692736,4
2020-10-09 16:16:26.814612,4
2020-10-09 16:16:26.934633,4
2020-10-09 16:16:27.056070,4
2020-10-09 16:16:27.176497,4
2020-10-09 16:16:27.295402,4
2020-10-09 16:16:27.416095,4
2020-10-09 16:16:27.539236,4
2020-10-09 16:16:27.657447,4
2020-10-09 16:16:27.775075,4
2020-10-09 16:16:27.895440,4
2020-10-09 16:16:28.016877,4
2020-10-09 16:16:28.139350,4
2020-10-09 16:16:28.257527,6179
2020-10-09 16:16:28.375783,6179
2020-10-09 16:16:28.499442,6179
2020-10-09 16:16:28.616920,6179
2020-10-09 16:16:28.734636,6179
2020-10-09 16:16:28.856920,6248
2020-10-09 16:16:28.978567,6725
2020-10-09 16:16:29.100243,7198
2020-10-09 16:16:29.221510,7686
2020-10-09 16:16:29.341361,7840
2020-10-09 16:16:29.463786,7840
2020-10-09 16:16:29.584233,7840
2020-10-09 16:16:29.705813,7840
2020-10-09 16:16:29.826242,7840
2020-10-09 16:16:29.947865,7840
2020-10-09 16:16:30.067560,7840
2020-10-09 16:16:30.184315,7840
2020-10-09 16:16:30.305677,7840
2020-10-09 16:16:30.425611,7840
2020-10-09 16:16:30.546915,7840
2020-10-09 16:16:30.667115,7840
2020-10-09 16:16:30.787575,7840
2020-10-09 16:16:30.908772,7840
2020-10-09 16:16:31.029005,7840
2020-10-09 16:16:31.149199,7840
2020-10-09 16:16:31.271317,7840
2020-10-09 16:16:31.391303,7840
2020-10-09 16:16:31.509315,7840
2020-10-09 16:16:31.630001,7840
2020-10-09 16:16:31.748765,7840
2020-10-09 16:16:31.868602,7840
2020-10-09 16:16:31.989387,7840
2020-10-09 16:16:32.104791,7840
2020-10-09 16:16:32.230418,7840
2020-10-09 16:16:32.346819,7840
2020-10-09 16:16:32.463992,7840
2020-10-09 16:16:32.584023,7840
2020-10-09 16:16:32.705738,7840
2020-10-09 16:16:32.825131,7840
2020-10-09 16:16:32.939662,7840
2020-10-09 16:16:33.060508,7840
2020-10-09 16:16:33.181740,7840
2020-10-09 16:16:33.306802,7840
2020-10-09 16:16:33.424326,7840
2020-10-09 16:16:33.544982,7840
2020-10-09 16:16:33.665952,7840
2020-10-09 16:16:33.785260,8075
2020-10-09 16:16:33.904797,8785
2020-10-09 16:16:34.024725,9340
2020-10-09 16:16:34.148985,9656
2020-10-09 16:16:34.269994,10221
2020-10-09 16:16:34.389478,10536
2020-10-09 16:16:34.509367,10536
2020-10-09 16:16:34.632943,10536
2020-10-09 16:16:34.752914,10536
2020-10-09 16:16:34.875451,10536
2020-10-09 16:16:34.996826,10536
2020-10-09 16:16:35.111802,10536
2020-10-09 16:16:35.239159,7320
2020-10-09 16:16:35.354780,7320
2020-10-09 16:16:35.477166,7320
2020-10-09 16:16:35.597206,7320
2020-10-09 16:16:35.718700,7320
2020-10-09 16:16:35.841736,7310
2020-10-09 16:16:35.959916,7310
2020-10-09 16:16:36.081249,7310
2020-10-09 16:16:36.201463,7310
2020-10-09 16:16:36.319301,7310
2020-10-09 16:16:36.443312,7316
2020-10-09 16:16:36.563332,7316
2020-10-09 16:16:36.679819,7316
2020-10-09 16:16:36.801622,7376
2020-10-09 16:16:36.924906,7376
2020-10-09 16:16:37.042620,7376
2020-10-09 16:16:37.160203,7376
