time,cwnd
2020-10-06 23:49:30.161271,10
2020-10-06 23:49:30.276500,10
2020-10-06 23:49:30.396569,10
2020-10-06 23:49:30.515805,10
2020-10-06 23:49:30.634212,10
2020-10-06 23:49:31.582713,10
2020-10-06 23:49:31.702007,10
2020-10-06 23:49:31.820715,10
2020-10-06 23:49:31.939849,10
2020-10-06 23:49:32.058319,10
2020-10-06 23:49:32.178682,10
2020-10-06 23:49:32.894304,10
2020-10-06 23:49:32.894304,10
2020-10-06 23:49:33.017402,10
2020-10-06 23:49:33.017402,10
2020-10-06 23:49:33.133020,10
2020-10-06 23:49:33.133020,10
2020-10-06 23:49:33.252349,10
2020-10-06 23:49:33.252349,10
2020-10-06 23:49:33.372502,10
2020-10-06 23:49:33.372502,10
2020-10-06 23:49:33.491891,10
2020-10-06 23:49:33.491891,10
2020-10-06 23:49:33.609514,14
2020-10-06 23:49:33.609514,10
2020-10-06 23:49:33.728937,20
2020-10-06 23:49:33.728937,10
2020-10-06 23:49:33.848015,20
2020-10-06 23:49:33.848015,10
2020-10-06 23:49:33.966079,20
2020-10-06 23:49:33.966079,10
2020-10-06 23:49:34.089826,20
2020-10-06 23:49:34.205241,21
2020-10-06 23:49:34.325236,25
2020-10-06 23:49:34.444945,28
2020-10-06 23:49:34.561512,32
2020-10-06 23:49:34.685127,32
2020-10-06 23:49:34.804154,32
2020-10-06 23:49:34.921383,32
2020-10-06 23:49:35.039873,32
2020-10-06 23:49:35.158332,32
2020-10-06 23:49:35.277397,33
2020-10-06 23:49:35.396423,33
2020-10-06 23:49:35.515555,33
2020-10-06 23:49:35.633500,34
2020-10-06 23:49:35.753104,34
2020-10-06 23:49:35.872304,34
2020-10-06 23:49:35.993001,34
2020-10-06 23:49:36.110433,34
2020-10-06 23:49:36.232144,35
2020-10-06 23:49:36.349403,35
2020-10-06 23:49:36.469778,35
2020-10-06 23:49:36.589056,36
2020-10-06 23:49:36.708730,37
2020-10-06 23:49:36.828749,37
2020-10-06 23:49:36.948004,38
2020-10-06 23:49:37.065379,39
2020-10-06 23:49:37.185135,40
2020-10-06 23:49:37.305981,41
2020-10-06 23:49:37.420809,42
2020-10-06 23:49:37.540796,44
2020-10-06 23:49:37.660762,45
2020-10-06 23:49:37.781805,47
2020-10-06 23:49:37.897152,48
2020-10-06 23:49:38.015228,49
2020-10-06 23:49:38.133153,51
2020-10-06 23:49:38.252989,53
2020-10-06 23:49:38.371072,54
2020-10-06 23:49:38.489239,55
2020-10-06 23:49:38.608109,58
2020-10-06 23:49:38.726168,60
2020-10-06 23:49:38.845233,61
2020-10-06 23:49:38.964759,63
2020-10-06 23:49:39.083101,65
2020-10-06 23:49:39.201409,68
2020-10-06 23:49:39.319494,71
2020-10-06 23:49:39.438149,75
2020-10-06 23:49:39.556340,78
2020-10-06 23:49:39.674491,82
2020-10-06 23:49:39.793608,84
2020-10-06 23:49:39.911039,89
2020-10-06 23:49:40.029270,93
2020-10-06 23:49:40.146673,96
2020-10-06 23:49:40.267258,101
2020-10-06 23:49:40.384983,104
2020-10-06 23:49:40.504910,108
2020-10-06 23:49:40.624075,114
2020-10-06 23:49:40.743927,119
2020-10-06 23:49:40.859567,123
2020-10-06 23:49:40.976669,128
2020-10-06 23:49:41.096086,133
2020-10-06 23:49:41.217443,140
2020-10-06 23:49:41.332441,146
2020-10-06 23:49:41.451888,151
2020-10-06 23:49:41.569355,157
2020-10-06 23:49:41.687818,163
2020-10-06 23:49:41.805406,169
2020-10-06 23:49:41.923073,177
2020-10-06 23:49:42.041017,183
2020-10-06 23:49:42.158296,192
2020-10-06 23:49:42.277198,200
2020-10-06 23:49:42.395227,205
2020-10-06 23:49:42.514005,215
2020-10-06 23:49:42.632155,223
2020-10-06 23:49:42.750413,231
2020-10-06 23:49:42.871107,241
